Month,HOAD Remarks,Owned GST No,GSTIN of supplier,Trade/Legal name,Invoice number,Invoice type,Invoice Date,Invoice Value(₹),Place of supply,Supply Attract Reverse Charge,Taxable Value (₹),Integrated Tax(₹),Central Tax(₹),State/UT Tax(₹),Cess(₹),GSTR-1/IFF/GSTR-5 Period,GSTR-1/IFF/GSTR-5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date,User Remark's
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,434,Regular,10/22/2024,7718,Maharashtra,No,7350,0,183.75,183.75,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,435,Regular,10/22/2024,6300,Maharashtra,No,6000,0,150,150,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,436,Regular,10/22/2024,3150,Maharashtra,No,3000,0,75,75,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,437,Regular,10/23/2024,3150,Maharashtra,No,3000,0,75,75,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,438,Regular,10/23/2024,4725,Maharashtra,No,4500,0,112.5,112.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,440,Regular,10/23/2024,13755,Maharashtra,No,13100,0,327.5,327.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,441,Regular,10/23/2024,4410,Maharashtra,No,4200,0,105,105,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,442,Regular,10/23/2024,4410,Maharashtra,No,4200,0,105,105,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,445,Regular,10/24/2024,3990,Maharashtra,No,3800,0,95,95,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,446,Regular,10/24/2024,2384,Maharashtra,No,2270,0,56.75,56.75,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,447,Regular,10/24/2024,2100,Maharashtra,No,2000,0,50,50,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,448,Regular,10/24/2024,945,Maharashtra,No,900,0,22.5,22.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,449,Regular,10/26/2024,8400,Maharashtra,No,8000,0,200,200,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,450,Regular,10/26/2024,315,Maharashtra,No,300,0,7.5,7.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,451,Regular,10/26/2024,945,Maharashtra,No,900,0,22.5,22.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,452,Regular,12/1/2024,3780,Maharashtra,No,3600,0,90,90,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,598,Regular,12/17/2024,14753,Maharashtra,No,14050,0,351.25,351.25,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,627,Regular,12/30/2024,5775,Maharashtra,No,5500,0,137.5,137.5,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AEWPA3264Q1ZS,MEHNAZ EMBROIDERY ART,627A,Regular,12/30/2024,37800,Maharashtra,No,36000,0,900,900,0,Dec'24,14/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,CSN2536650517548,Regular,12/30/2024,16213.2,Maharashtra,No,13740,0,1236.6,1236.6,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,CSN2536652515152,Regular,12/31/2024,16640.5,Maharashtra,No,14102.12,0,1269.19,1269.19,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,CSN2536652515153,Regular,12/31/2024,68440,Maharashtra,No,58000,0,5220,5220,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,DPO2534484774832,Regular,12/9/2024,4316.44,Maharashtra,No,3658,0,329.22,329.22,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,DPO2535531824102,Regular,12/20/2024,16239.03,Maharashtra,No,13761.89,0,1238.57,1238.57,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2533775190888,Regular,12/2/2024,1416,Maharashtra,No,1200,0,108,108,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2533977666888,Regular,12/4/2024,6451.06,Maharashtra,No,5467,0,492.03,492.03,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2534702553569,Regular,12/12/2024,1862.04,Maharashtra,No,1578,0,142.02,142.02,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2534702553570,Regular,12/12/2024,3770.1,Maharashtra,No,3195,0,287.55,287.55,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535328168961,Regular,12/18/2024,1416,Maharashtra,No,1200,0,108,108,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535328172998,Regular,12/18/2024,5852.8,Maharashtra,No,4960,0,446.4,446.4,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535429623600,Regular,12/19/2024,1416,Maharashtra,No,1200,0,108,108,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535532006968,Regular,12/20/2024,8545.56,Maharashtra,No,7242,0,651.78,651.78,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535633749213,Regular,12/21/2024,3058.56,Maharashtra,No,2592,0,233.28,233.28,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535633749215,Regular,12/21/2024,1298,Maharashtra,No,1100,0,99,99,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535633757345,Regular,12/21/2024,1298,Maharashtra,No,1100,0,99,99,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535633757359,Regular,12/21/2024,1298,Maharashtra,No,1100,0,99,99,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535633757362,Regular,12/21/2024,1707.46,Maharashtra,No,1447,0,130.23,130.23,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535633757363,Regular,12/21/2024,1685.04,Maharashtra,No,1428,0,128.52,128.52,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535633757364,Regular,12/21/2024,1298,Maharashtra,No,1100,0,99,99,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535633757490,Regular,12/21/2024,1298,Maharashtra,No,1100,0,99,99,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535633759715,Regular,12/21/2024,1298,Maharashtra,No,1100,0,99,99,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535633761544,Regular,12/21/2024,1298,Maharashtra,No,1100,0,99,99,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2535837677803,Regular,12/23/2024,2015.44,Maharashtra,No,1708,0,153.72,153.72,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,FCU2536142039085,Regular,12/26/2024,1298,Maharashtra,No,1100,0,99,99,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,NCB2535938033268,Regular,12/23/2024,59842.87,Maharashtra,No,50714.29,0,4564.29,4564.29,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACH2702H1Z0,HDFC BANK LIMITED,NCB2536040487854,Regular,12/24/2024,1180,Maharashtra,No,1000,0,90,90,0,Dec'24,9/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAEPK6439M1Z9,ABHISHEK ENTERPRISES,AB/GA/24-25/1952,Regular,12/10/2024,78,Maharashtra,No,66.5,0,5.99,5.99,0,Dec'24,11/1/2025,Yes,,100%,,,,bill not received
24-Dec,Carry Forward,27AADCA2325A1ZF,08AACCN6194P1ZP,NATIONAL AVIATION COMPANY OF INDIA LTD (NORTHERN REGION),082512BP12AAB939,Regular,12/6/2024,8855,Maharashtra,No,7303,366,0,0,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,08AACCN6194P1ZP,NATIONAL AVIATION COMPANY OF INDIA LTD (NORTHERN REGION),082512BP12AAC042,Regular,12/6/2024,8855,Maharashtra,No,7303,366,0,0,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,176,Regular,12/1/2024,25200,Maharashtra,No,24000,1200,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,178,Regular,12/2/2024,1575,Maharashtra,No,1500,75,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,179,Regular,12/3/2024,11550,Maharashtra,No,11000,550,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill not received
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,180,Regular,12/4/2024,10500,Maharashtra,No,10000,500,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill not received
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,181,Regular,12/4/2024,6825,Maharashtra,No,6500,325,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill not received
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,182,Regular,12/5/2024,16800,Maharashtra,No,16000,800,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill not received
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,186,Regular,12/16/2024,21735,Maharashtra,No,20700,1035,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,188,Regular,12/18/2024,27090,Maharashtra,No,25800,1290,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill not received
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,192,Regular,12/21/2024,6300,Maharashtra,No,6000,300,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,196,Regular,12/24/2024,11235,Maharashtra,No,10700,535,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,197,Regular,12/27/2024,18900,Maharashtra,No,18000,900,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,09ENPPK3603B1Z4,NAZIM KHAN,198,Regular,12/28/2024,6825,Maharashtra,No,6500,325,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,33AABCW3244J1ZF,WONDERSOFT PRIVATE LIMITED,WS/2024-25/08080,Regular,12/23/2024,34700,Maharashtra,No,34700,6246,0,0,0,Dec'24,13/01/2025,Yes,,100%,,,,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AUUPK9935E1ZY,F J TRADERS/F J PAPER BOX,S0000219,Regular,12/18/2024,9901,Maharashtra,No,8840,0,530.4,530.4,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AGTPA8459L1ZM,ONYX SOLUTIONS,221,Regular,10/24/2024,29500,Maharashtra,No,25000,0,2250,2250,0,Dec'24,14/01/2025,Yes,,100%,,,,Booked in Oct-24
24-Dec,Carry Forward,27AADCA2325A1ZF,07AADCD5017A1ZB,ONLINE REPUTATION MANAGEMENT PRIVATE LIMITED,ORMI/1111/24-25,Regular,12/1/2024,94400,Maharashtra,No,80000,14400,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,27CPZPM1281D3ZG,TABASSUM HAND EMBROIDERY,671,Regular,12/17/2024,15120,Maharashtra,No,14400,0,360,360,0,Dec'24,11/1/2025,Yes,,100%,,,,bill not received
24-Dec,Carry Forward,27AADCA2325A1ZF,24AASFA6487D1Z7,ANGEL CREATION,723,Regular,12/16/2024,12600,Maharashtra,No,12000,600,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,24AASFA6487D1Z7,ANGEL CREATION,735,Regular,12/18/2024,18862,Maharashtra,No,17964,898.2,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,24AASFA6487D1Z7,ANGEL CREATION,772,Regular,12/25/2024,76826,Maharashtra,No,73168,3658.4,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,24AASFA6487D1Z7,ANGEL CREATION,792,Regular,12/28/2024,2273,Maharashtra,No,2165,108.25,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,24AASFA6487D1Z7,ANGEL CREATION,796,Regular,12/30/2024,69237,Maharashtra,No,65940,3297,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,24AASFA6487D1Z7,ANGEL CREATION,797,Regular,12/30/2024,1611,Maharashtra,No,1534,76.7,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,07AAATE0387N1ZG,GSI INDIA,RW/24-25/11444,Regular,12/23/2024,17700,Maharashtra,No,15000,2700,0,0,0,Dec'24,13/01/2025,Yes,,100%,E-Invoice,468b5d1694fae1d24367db7f6cc1d8824714deead6aecd6ec1831d188c938cbd,24/12/2024,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,07AAATE0387N1ZG,GSI INDIA,RW/24-25/11445,Regular,12/23/2024,17700,Maharashtra,No,15000,2700,0,0,0,Dec'24,13/01/2025,Yes,,100%,E-Invoice,9a0be4f31da9f696f781e73fea35be402f6352bf67db29b6c36e56cbf555a0f3,24/12/2024,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,27ABNCS4763R1Z8,SARASWATHI LABELS AND PACKAGING PRIVATE LIMITED,6690,Regular,12/30/2024,1905,Maharashtra,No,1701,0,102.06,102.06,0,Dec'24,11/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27ABNCS4763R1Z8,SARASWATHI LABELS AND PACKAGING PRIVATE LIMITED,6761,Regular,12/31/2024,3288,Maharashtra,No,2935.4,0,176.13,176.13,0,Dec'24,11/1/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AACCN6194P1ZP,AIR INDIA LIMITED,272512BP12AAY807,Regular,12/4/2024,6182,Maharashtra,No,5662,0,142,142,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AACCN6194P1ZP,AIR INDIA LIMITED,272512BP12ACG716,Regular,12/12/2024,9505,Maharashtra,No,8827,0,221,221,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,06AALCS5147G1Z7,SOLVEDA SOFTWARE INDIA PRIVATE LIMITED,600340,Regular,12/20/2024,200600,Maharashtra,No,170000,30600,0,0,0,Dec'24,11/1/2025,Yes,,100%,E-Invoice,5ec4abe3213db643c6f0eea775b73b1c87d04e6189e1dff3ae9903b084a34fb9,20/12/2024,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAHCV9600M1ZT,VENUS DATA PRODUCTS PRIVATE LIMITED,MH58/2425/2138,Regular,10/21/2024,1900,Maharashtra,No,1610.17,0,144.92,144.92,0,Oct'24,11/11/2024,Yes,,100%,E-Invoice,d16dedaf1c9460873136faea6f6b4342ec7bc9b8354e524f1d1af62f4a87913c,22/10/2024,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,29AAQFM2765A1Z4,M.K. SILK CREATIONS,24-25/03975,Regular,12/31/2024,74103,Maharashtra,No,70574,3528.7,0,0,0,Dec'24,12/1/2025,Yes,,100%,E-Invoice,93b2654da74fd6744fd576a7c04e557dece41058844ac76077b2ef2520b652f1,31/12/2024,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,786,Regular,9/25/2024,840,Maharashtra,No,800,0,20,20,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,769,Regular,9/23/2024,4200,Maharashtra,No,4000,0,100,100,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,901,Regular,9/30/2024,4200,Maharashtra,No,4000,0,100,100,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,370,Regular,9/30/2024,31080,Maharashtra,No,29600,0,740,740,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,910,Regular,9/30/2024,5040,Maharashtra,No,4800,0,120,120,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,907,Regular,9/30/2024,33915,Maharashtra,No,32300,0,807.5,807.5,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,909,Regular,9/30/2024,12495,Maharashtra,No,11900,0,297.5,297.5,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,799,Regular,9/27/2024,6300,Maharashtra,No,6000,0,150,150,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,754,Regular,9/19/2024,14700,Maharashtra,No,14000,0,350,350,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,753,Regular,9/19/2024,3675,Maharashtra,No,3500,0,87.5,87.5,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,880,Regular,9/14/2024,5250,Maharashtra,No,5000,0,125,125,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,876,Regular,9/12/2024,4200,Maharashtra,No,4000,0,100,100,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,858,Regular,9/9/2024,7875,Maharashtra,No,7500,0,187.5,187.5,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,792,Regular,9/26/2024,6300,Maharashtra,No,6000,0,150,150,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,895,Regular,9/17/2024,6300,Maharashtra,No,6000,0,150,150,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,884,Regular,9/14/2024,8400,Maharashtra,No,8000,0,200,200,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,793,Regular,9/26/2024,1470,Maharashtra,No,1400,0,35,35,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,796,Regular,9/26/2024,2940,Maharashtra,No,2800,0,70,70,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,#N/A,Regular,9/30/2024,11025,Maharashtra,No,10500,0,262.5,262.5,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,#N/A,Regular,9/30/2024,28350,Maharashtra,No,27000,0,675,675,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,#N/A,Regular,9/30/2024,35280,Maharashtra,No,33600,0,840,840,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,#N/A,Regular,9/30/2024,23100,Maharashtra,No,22000,0,550,550,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
24-Dec,Carry Forward,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,#N/A,Regular,9/30/2024,14700,Maharashtra,No,14000,0,350,350,0,Sep'24,4/1/2025,Yes,,100%,,,,Wrong bill number filed by partner
